id	package	surface	capability	parent	description
pi-coding-agent-test-scenario-keeps-legacy-fields-out-of-the-public-schema-35bab68101	coding-agent	test-scenario	edit-tool-legacy-input.test		keeps legacy fields out of the public schema (packages/coding-agent/test/edit-tool-legacy-input.test.ts:21)
pi-coding-agent-test-scenario-keeps-package-json-pi-extension-entries-with-lea-8020c89a5c	coding-agent	test-scenario	extensions-discovery.test		keeps package.json pi extension entries with leading tilde package-relative (packages/coding-agent/test/extensions-discovery.test.ts:126)
pi-coding-agent-test-scenario-keeps-parent-formatting-across-unscoped-nested-s-61f66b6e60	coding-agent	test-scenario	syntax-highlight.test		keeps parent formatting across unscoped nested spans (packages/coding-agent/test/syntax-highlight.test.ts:30)
pi-coding-agent-test-scenario-keeps-persisted-assistant-toolresult-message-ord-e324554ae6	coding-agent	test-scenario	suite		keeps persisted assistant/toolResult message order when extension message_end handlers yield (packages/coding-agent/test/suite/regressions/1717-2113-agent-session-event-settlement.test.ts:29)
pi-coding-agent-test-scenario-keeps-previous-manual-input-stable-when-a-later--faafc99eef	coding-agent	test-scenario	suite		keeps previous manual input stable when a later prompt is active (packages/coding-agent/test/suite/regressions/5433-extension-oauth-prompt-input.test.ts:73)
pi-coding-agent-test-scenario-keeps-previous-prompt-input-stable-when-a-later--64f8a7e1f3	coding-agent	test-scenario	suite		keeps previous prompt input stable when a later prompt is active (packages/coding-agent/test/suite/regressions/5433-extension-oauth-prompt-input.test.ts:40)
pi-coding-agent-test-scenario-keeps-settings-from-the-full-path-after-compacti-a7f137d819	coding-agent	test-scenario	session-manager		keeps settings from the full path after compaction (packages/coding-agent/test/session-manager/build-context.test.ts:196)
pi-coding-agent-test-scenario-keeps-signal-handlers-registered-while-signal-tr-be057c0700	coding-agent	test-scenario	suite		keeps signal handlers registered while signal-triggered cleanup is pending (packages/coding-agent/test/suite/regressions/5724-sigterm-signal-exit.test.ts:52)
pi-coding-agent-test-scenario-keeps-stats-line-within-width-for-wide-model-and-efdbe03fe8	coding-agent	test-scenario	footer-width.test		keeps stats line within width for wide model and provider names (packages/coding-agent/test/footer-width.test.ts:104)
pi-coding-agent-test-scenario-keeps-stdout-empty-for-mode-json-help-while-rout-c45ecdcb40	coding-agent	test-scenario	stdout-cleanliness.test		keeps stdout empty for --mode json --help while routing trusted startup chatter to stderr (packages/coding-agent/test/stdout-cleanliness.test.ts:99)
pi-coding-agent-test-scenario-keeps-stdout-empty-for-p-help-while-routing-trus-2b033c40a0	coding-agent	test-scenario	stdout-cleanliness.test		keeps stdout empty for -p --help while routing trusted startup chatter to stderr (packages/coding-agent/test/stdout-cleanliness.test.ts:109)
pi-coding-agent-test-scenario-keeps-the-cache-scoped-to-one-cwd-e4c48ffe0c	coding-agent	test-scenario	suite		keeps the cache scoped to one cwd (packages/coding-agent/test/suite/regressions/extension-factory-cache.test.ts:115)
pi-coding-agent-test-scenario-keeps-the-namespaced-value-when-old-and-new-name-b9e1a92514	coding-agent	test-scenario	keybindings-migration.test		keeps the namespaced value when old and new names both exist (packages/coding-agent/test/keybindings-migration.test.ts:49)
pi-coding-agent-test-scenario-keeps-the-process-alive-while-suspended-and-rest-188fc99d2b	coding-agent	test-scenario	interactive-mode-suspend.test		keeps the process alive while suspended and restores the TUI on SIGCONT (packages/coding-agent/test/interactive-mode-suspend.test.ts:65)
pi-coding-agent-test-scenario-keeps-the-reload-blocker-focused-until-async-rel-61605a05ad	coding-agent	test-scenario	suite		keeps the reload blocker focused until async reload completes (packages/coding-agent/test/suite/regressions/5943-session-start-notify.test.ts:471)
pi-coding-agent-test-scenario-keeps-the-tracking-identifier-when-toggling-anal-3933ed7586	coding-agent	test-scenario	first-time-setup.test		keeps the tracking identifier when toggling analytics (packages/coding-agent/test/first-time-setup.test.ts:85)
pi-coding-agent-test-scenario-keeps-unresolved-rendered-tool-calls-registered--0574a5cf91	coding-agent	test-scenario	suite		keeps unresolved rendered tool calls registered for live completion events (packages/coding-agent/test/suite/regressions/4167-thinking-toggle-pending-tool-render.test.ts:143)
pi-coding-agent-test-scenario-keeps-uppercase-header-strings-as-literals-durin-ea2e86f316	coding-agent	test-scenario	suite		keeps uppercase header strings as literals during startup migrations (packages/coding-agent/test/suite/regressions/5661-uppercase-header-values.test.ts:33)
pi-coding-agent-test-scenario-keeps-user-message-height-stable-while-moving-cl-20475cf3c2	coding-agent	test-scenario	user-message.test		keeps user message height stable while moving closing OSC markers off line end (packages/coding-agent/test/user-message.test.ts:11)
pi-coding-agent-test-scenario-keeps-valid-message-content-untouched-when-loadi-d050075b42	coding-agent	test-scenario	suite		keeps valid message content untouched when loading session entries (packages/coding-agent/test/suite/lax-message-content.test.ts:156)
pi-coding-agent-test-scenario-keeps-write-queue-locked-while-an-aborted-write--cd23a7b827	coding-agent	test-scenario	file-mutation-queue.test		keeps write queue locked while an aborted write is still in flight (packages/coding-agent/test/file-mutation-queue.test.ts:176)
pi-coding-agent-test-scenario-labels-are-included-in-tree-nodes-4ffced87d9	coding-agent	test-scenario	session-manager		labels are included in tree nodes (packages/coding-agent/test/session-manager/labels.test.ts:57)
pi-coding-agent-test-scenario-labels-are-not-included-in-buildsessioncontext-4473e1386c	coding-agent	test-scenario	session-manager		labels are not included in buildSessionContext (packages/coding-agent/test/session-manager/labels.test.ts:195)
pi-coding-agent-test-scenario-labels-are-preserved-in-createbranchedsession-49b079318b	coding-agent	test-scenario	session-manager		labels are preserved in createBranchedSession (packages/coding-agent/test/session-manager/labels.test.ts:98)
pi-coding-agent-test-scenario-labels-not-on-path-are-not-preserved-in-createbr-f8ca750c13	coding-agent	test-scenario	session-manager		labels not on path are not preserved in createBranchedSession (packages/coding-agent/test/session-manager/labels.test.ts:158)
pi-coding-agent-test-scenario-labels-saved-ancestor-decisions-as-inherited-6b2366a1da	coding-agent	test-scenario	trust-selector.test		labels saved ancestor decisions as inherited (packages/coding-agent/test/trust-selector.test.ts:49)
pi-coding-agent-test-scenario-last-label-wins-2946343bf9	coding-agent	test-scenario	session-manager		last label wins (packages/coding-agent/test/session-manager/labels.test.ts:39)
pi-coding-agent-test-scenario-leading-wildcard-with-path-segments-matches-594debd51d	coding-agent	test-scenario	suite		leading ** wildcard with path segments matches (packages/coding-agent/test/suite/regressions/3302-find-path-glob.test.ts:62)
pi-coding-agent-test-scenario-leaf-pointer-advances-after-each-append-dd8f098dce	coding-agent	test-scenario	session-manager		leaf pointer advances after each append (packages/coding-agent/test/session-manager/tree-traversal.test.ts:109)
pi-coding-agent-test-scenario-leaves-edits-alone-when-the-string-is-not-valid--f4468b64d8	coding-agent	test-scenario	edit-tool-legacy-input.test		leaves edits alone when the string is not valid JSON (packages/coding-agent/test/edit-tool-legacy-input.test.ts:105)
pi-coding-agent-test-scenario-leaves-uppercase-auth-json-api-key-values-unchan-12bde51661	coding-agent	test-scenario	config-value-migration.test		leaves uppercase auth.json API key values unchanged (packages/coding-agent/test/config-value-migration.test.ts:40)
pi-coding-agent-test-scenario-leaves-uppercase-models-json-api-key-and-header--e680bfba8d	coding-agent	test-scenario	config-value-migration.test		leaves uppercase models.json API key and header values unchanged (packages/coding-agent/test/config-value-migration.test.ts:88)
pi-coding-agent-test-scenario-lets-a-handler-mutate-headers-in-place-and-prese-3a6b6796d3	coding-agent	test-scenario	extensions-runner.test		lets a handler mutate headers in place and preserves existing headers (packages/coding-agent/test/extensions-runner.test.ts:911)
pi-coding-agent-test-scenario-lets-configured-opencode-headers-override-the-de-5d10a28eb0	coding-agent	test-scenario	sdk-openrouter-attribution.test		lets configured OpenCode headers override the defaults (packages/coding-agent/test/sdk-openrouter-attribution.test.ts:259)
pi-coding-agent-test-scenario-lets-excluded-tools-override-the-allowlist-17da956a9c	coding-agent	test-scenario	suite		lets excluded tools override the allowlist (packages/coding-agent/test/suite/regressions/5109-exclude-tools.test.ts:62)
pi-coding-agent-test-scenario-lets-provider-and-request-headers-override-nvidi-4bc492fb08	coding-agent	test-scenario	sdk-openrouter-attribution.test		lets provider and request headers override NVIDIA NIM defaults (packages/coding-agent/test/sdk-openrouter-attribution.test.ts:220)
pi-coding-agent-test-scenario-lets-provider-and-request-headers-override-the-d-6245697259	coding-agent	test-scenario	sdk-openrouter-attribution.test		lets provider and request headers override the defaults (packages/coding-agent/test/sdk-openrouter-attribution.test.ts:184)
pi-coding-agent-test-scenario-lets-request-timeoutms-override-httpidletimeoutm-52e0a21d1a	coding-agent	test-scenario	sdk-stream-options.test		lets request timeoutMs override httpIdleTimeoutMs for OpenAI Codex (packages/coding-agent/test/sdk-stream-options.test.ts:128)
pi-coding-agent-test-scenario-lets-request-websocketconnecttimeoutms-override--478ee4a5e5	coding-agent	test-scenario	sdk-stream-options.test		lets request websocketConnectTimeoutMs override settings (packages/coding-agent/test/sdk-stream-options.test.ts:144)
pi-coding-agent-test-scenario-lets-trust-json-override-default-project-trust-1a8828486b	coding-agent	test-scenario	package-command-paths.test		lets trust.json override default project trust (packages/coding-agent/test/package-command-paths.test.ts:310)
pi-coding-agent-test-scenario-literal-api-key-is-returned-directly-2f98f79e2e	coding-agent	test-scenario	auth-storage.test		literal API key is returned directly (packages/coding-agent/test/auth-storage.test.ts:39)
pi-coding-agent-test-scenario-literal-public-api-key-is-not-corrupted-by-the-w-60624904d0	coding-agent	test-scenario	auth-storage.test		literal public API key is not corrupted by the Windows PUBLIC env var (packages/coding-agent/test/auth-storage.test.ts:278)
pi-coding-agent-test-scenario-loadextensions-only-loads-explicit-paths-without-8f24675744	coding-agent	test-scenario	extensions-discovery.test		loadExtensions only loads explicit paths without discovery (packages/coding-agent/test/extensions-discovery.test.ts:463)
pi-coding-agent-test-scenario-loadextensions-with-no-paths-loads-nothing-e0e0fad4e2	coding-agent	test-scenario	extensions-discovery.test		loadExtensions with no paths loads nothing (packages/coding-agent/test/extensions-discovery.test.ts:481)
pi-coding-agent-test-scenario-loads-extension-with-event-handlers-bbfc079b65	coding-agent	test-scenario	extensions-discovery.test		loads extension with event handlers (packages/coding-agent/test/extensions-discovery.test.ts:408)
pi-coding-agent-test-scenario-loads-extension-with-flags-3a4f5afe6e	coding-agent	test-scenario	extensions-discovery.test		loads extension with flags (packages/coding-agent/test/extensions-discovery.test.ts:445)
pi-coding-agent-test-scenario-loads-extension-with-shortcuts-807dd081d3	coding-agent	test-scenario	extensions-discovery.test		loads extension with shortcuts (packages/coding-agent/test/extensions-discovery.test.ts:427)
pi-coding-agent-test-scenario-loads-extensions-and-registers-commands-ef7a7d855d	coding-agent	test-scenario	extensions-discovery.test		loads extensions and registers commands (packages/coding-agent/test/extensions-discovery.test.ts:283)
pi-coding-agent-test-scenario-loads-extensions-and-registers-tools-68ffbd5e8b	coding-agent	test-scenario	extensions-discovery.test		loads extensions and registers tools (packages/coding-agent/test/extensions-discovery.test.ts:293)
pi-coding-agent-test-scenario-loads-inline-extension-factories-and-disambiguat-1a49d9e750	coding-agent	test-scenario	test-harness.test		loads inline extension factories and disambiguates duplicate commands (packages/coding-agent/test/test-harness.test.ts:260)
